Organization Name,Sector Name,Subsector Name,Operation Name,Address,eWh/HDD/ft^2,Energy Intensity (ekWh/ML)
Waterloo Region District School Board,School Board,School Board,Grandview PS,341 Huron St,6.27467024749797,
Waterloo Region District School Board,School Board,School Board,Sir John A. Macdonald SS,650 Laurelwood Dr,6.14609392774869,
Waterloo Region District School Board,School Board,School Board,New Dundee PS,1430 Bridge St.,6.1410668714309,
Waterloo Region District School Board,School Board,School Board,Clemens Mill PS,335 Saginaw Parkway,6.11653948108617,
Waterloo Region District School Board,School Board,School Board,Forest Glen PS,437 Waterloo St,6.0496832463608,
Waterloo Region District School Board,School Board,School Board,Ryerson PS,749 Grand Valley Dr,6.03719816674224,
Waterloo Region District School Board,School Board,School Board,Blair Road PS,85 Sunset Blvd,5.9791562718823,
Waterloo Region District School Board,School Board,School Board,Lackner Woods PS,151 Zeller Drive,5.92281816231825,
Waterloo Region District School Board,School Board,School Board,Doon PS,1401 Doon Village Rd,5.89549177184725,
Waterloo Region District School Board,School Board,School Board,Sunnyside PS,1042 Weber St E,5.79066188511317,
Waterloo Region District School Board,School Board,School Board,Hillcrest PS,31 Renwick Ave,5.75630548937185,
Waterloo Region District School Board,School Board,School Board,Wilson Avenue PS,221 Wilson Ave,5.72722025653186,
Waterloo Region District School Board,School Board,School Board,Elgin Street PS,685 Elgin St N,5.68494130436513,
Waterloo Region District School Board,School Board,School Board,MacGregor Sr PS,32 Central St,5.67080581600694,
Waterloo Region District School Board,School Board,School Board,Riverside PS,14 William St,5.55988515885107,
Waterloo Region District School Board,School Board,School Board,Glencairn PS,664 Erinbrook Dr,5.47562866362156,
Waterloo Region District School Board,School Board,School Board,Cedar Creek PS,55 Hilltop Dr,5.41092349324299,
Waterloo Region District School Board,School Board,School Board,Preston PS,210 Westminster Dr N,5.3981993533545,
Waterloo Region District School Board,School Board,School Board,Silverheights PS,390 Scott Rd,5.38949296513182,
Waterloo Region District School Board,School Board,School Board,Floradale PS,35 Florapine Road,5.38555631640232,
Waterloo Region District School Board,School Board,School Board,Brigadoon PS,415 Caryndale Dr,5.29586942310371,
Waterloo Region District School Board,School Board,School Board,Suddaby PS,171 Frederick St,5.26518653122147,
Waterloo Region District School Board,School Board,School Board,Abraham Erb PS,710 Laurelwood Drive,5.239088190848,
Waterloo Region District School Board,School Board,School Board,Driftwood Park PS,50 Parkland Crs,5.20886906586472,
Waterloo Region District School Board,School Board,School Board,J F Carmichael PS,80 Patricia Ave,5.17955311193673,
Waterloo Region District School Board,School Board,School Board,Mary Johnston PS,475 Brynhurst Blvd,5.16377848318106,
Waterloo Region District School Board,School Board,School Board,Avenue Road PS,40 Gail St,5.1503622647604,
Waterloo Region District School Board,School Board,School Board,Forest Hill PS,255 Westmount Rd E,5.10988345929417,
Waterloo Region District School Board,School Board,School Board,Winston Churchill PS,100 Milford Dr.,5.02242785928477,
Waterloo Region District School Board,School Board,School Board,Lester B. Pearson PS,520 Chesapeake Drive,4.99379361240845,
Waterloo Region District School Board,School Board,School Board,John Darling PS,200 Rolling Meadows Dr,4.98493062969587,
Waterloo Region District School Board,School Board,School Board,St Andrew's PS,65 Victoria Ave,4.91417242984154,
Waterloo Region District School Board,School Board,School Board,Dickson PS,65 St Andrew's St,4.85482330674292,
Waterloo Region District School Board,School Board,School Board,Three Bridges PS,2043 Three Bridges Road,4.73853293561458,
Waterloo Region District School Board,School Board,School Board,Grand View P.S.,1144 Hamilton St.,4.73016335873828,
Waterloo Region District School Board,School Board,School Board,Southwood SS,30 Southwood Dr,4.69501600292495,
Waterloo Region District School Board,School Board,School Board,Stewart Avenue PS,145 Stewart Ave,4.66894008377986,
Waterloo Region District School Board,School Board,School Board,Baden PS,155 Livingston Blvd,4.60173627372656,
Waterloo Region District School Board,School Board,School Board,Woodland Park PS,555 Ellis Rd W,4.55299793134529,
Waterloo Region District School Board,School Board,School Board,Hespeler PS,300 Winston Blvd,4.52158085837057,
Waterloo Region District School Board,School Board,School Board,Williamsburg PS,760 Commonwealth Crescent,4.25540995484058,
Waterloo Region District School Board,School Board,School Board,W.T. Townshend,245 Activa Ave,4.15219260707602,
Waterloo Region District School Board,School Board,School Board,Westvale PS,265 Westvale Dr,3.96126021380369,
Waterloo Region District School Board,School Board,School Board,J.W. Gerth PS,171 Apple Ridge Dr,3.90882865564098,
Waterloo Region District School Board,School Board,School Board,Keatsway PS,323 Keats Way,3.86602441083068,
Waterloo Region District School Board,School Board,School Board,Millen Woods PS,640 New Hampshire St,3.22921917528773,
Waterloo Region District School Board,School Board,School Board,Edna Staebler PS,450 Bernay Drive,3.1562104073941,
Wellington Catholic District School Board,School Board,School Board,St Peter Cath,150 Westwood Rd,8.7550553667696,
Wellington Catholic District School Board,School Board,School Board,St. John Bosco,19 Northumberland St,8.32294535180488,
Wellington Catholic District School Board,School Board,School Board,St Mary Cath MF,390 Parkside Dr,7.7192065670767,
Wellington Catholic District School Board,School Board,School Board,Our Lady of Lourdes Sep S,54 Westmount Rd,7.52494651465621,
Wellington Catholic District School Board,School Board,School Board,St Mary Cath Elora,251 Irvine St,7.47996608282472,
Wellington Catholic District School Board,School Board,School Board,St. Francis of Assisi Catholic School,287 Imperial Rd S,7.11695485602337,
Wellington Catholic District School Board,School Board,School Board,Mary Phelan Cath S,8 Bishop Ct,6.81244858840393,
Wellington Catholic District School Board,School Board,School Board,St John Cath Arth,315 Tucker St,6.76754434833338,
Wellington Catholic District School Board,School Board,School Board,St John Cath Guelph,63 Victoria Rd N,6.7333544599834,
Wellington Catholic District School Board,School Board,School Board,St. Ignatius of Loyola Catholic School,251 Colonial Drive,4.07879137622982,
Wellington Catholic District School Board,School Board,School Board,St. Joseph Catholic School,10 Guelph Street,6.34341005816156,
Wellington Catholic District School Board,School Board,School Board,St Patrick Cath,391 Victoria Rd N,6.26397126409278,
Wellington Catholic District School Board,School Board,School Board,Holy Rosary Cath S,365 Stevenson St N,6.24436191088793,
Wellington Catholic District School Board,School Board,School Board,St John Brebeuf Cath S,30 Millwood Road,6.10237568822043,
Wellington Catholic District School Board,School Board,School Board,Sacred Heart Cath G,125 Huron St,5.87531128901503,
Wellington Catholic District School Board,School Board,School Board,St. Paul Catholic School,182 Clairfields Dr E,5.70569403807231,
Wellington Catholic District School Board,School Board,School Board,Bishop Macdonell Catholic High School,200 Clair Rd W,5.68704516548105,
Wellington Catholic District School Board,School Board,School Board,St James Cath HS,57 Victoria Rd N,5.62838649045964,
Wellington Catholic District School Board,School Board,School Board,Holy Trinity Catholic School,487 Grange Rd,4.71462338043675,
Wellington Catholic District School Board,School Board,School Board,St Joseph Cath Ferg,150 Strathallan St,4.28718399559115,
Wellington Catholic District School Board,School Board,School Board,St Michael Cath,9 McElderry Rd,3.98251900160392,
Windsor‐Essex Catholic District School Board,School Board,School Board,St Mary's S,12096 County Rd. 34,10.4954702496654,
Windsor‐Essex Catholic District School Board,School Board,School Board,St James,1601 St. James Street,9.91694419038468,
Windsor‐Essex Catholic District School Board,School Board,School Board,St John the Baptist ,494 St Peter St,9.64257836725082,
Windsor‐Essex Catholic District School Board,School Board,School Board,St Bernard (Windsor),1847 Meldrum,9.42496522468018,
Windsor‐Essex Catholic District School Board,School Board,School Board,Our Lady of the Annunciation,7343 Tecumseh Rd,9.23582477864594,
Windsor‐Essex Catholic District School Board,School Board,School Board,Cardinal Carter SS,120 Ellison Ave,9.21773866946983,
Windsor‐Essex Catholic District School Board,School Board,School Board,St Christopher ,1213 E. C. Row East,9.1944898007519,
Windsor‐Essex Catholic District School Board,School Board,School Board,St Jules,1982 Norman,9.03745853463983,
Windsor‐Essex Catholic District School Board,School Board,School Board,St. Michael's Alternate High School,735 Tuscarora Street,9.01131522470667,
Windsor‐Essex Catholic District School Board,School Board,School Board,Sacred Heart,200 Kenwood Blvd,8.91144210666346,
Windsor‐Essex Catholic District School Board,School Board,School Board,St Rose,871 St. Rose Avenue,8.79693814615166,
Windsor‐Essex Catholic District School Board,School Board,School Board,St Maria Goretti,1166 Eastlawn Blvd.,8.54966282041269,
Windsor‐Essex Catholic District School Board,School Board,School Board,St. Michael's Adult Education,477 Detroit Street,8.41350570735788,
Windsor‐Essex Catholic District School Board,School Board,School Board,Holy Names SS,1400 Northwood,8.33287455905236,
Windsor‐Essex Catholic District School Board,School Board,School Board,Assumption College,1100 Huron Church Road,8.19329395164325,
Windsor‐Essex Catholic District School Board,School Board,School Board,St Louis,176 Talbot St E,8.17271929543009,
Windsor‐Essex Catholic District School Board,School Board,School Board,Our Lady of Lourdes,4130 Franklin St,8.11060108651274,
Windsor‐Essex Catholic District School Board,School Board,School Board,St Thomas of Villanova SS,2800 County Road #8,8.0702770527294,
Windsor‐Essex Catholic District School Board,School Board,School Board,St John de Brebeuf ,43 Spruce St. South,8.04303410246809,
Windsor‐Essex Catholic District School Board,School Board,School Board,St William,1217 Faith Dr (Box 130),7.9784805174094,
Windsor‐Essex Catholic District School Board,School Board,School Board,Christ The King,1200 Grand Marais Rd. West,7.64765769281944,
Windsor‐Essex Catholic District School Board,School Board,School Board,L. A. Desmarais,10715 Eastcourt Drive,7.53481113666372,
Windsor‐Essex Catholic District School Board,School Board,School Board,St Peter,2451 St Alphonse St,7.49014701443912,
Windsor‐Essex Catholic District School Board,School Board,School Board,Queen of Peace,57 Nicholas St,7.44593549581937,
Windsor‐Essex Catholic District School Board,School Board,School Board,W. J. Langlois,3110 Rivard,7.2892698180256,
Windsor‐Essex Catholic District School Board,School Board,School Board,Catholic Central SS,441 Tecumseh Road East,7.04026130719703,
Windsor‐Essex Catholic District School Board,School Board,School Board,H. J. Lassaline,3145 Wildwood Drive,6.89766781897785,
Windsor‐Essex Catholic District School Board,School Board,School Board,Our Lady of Perpetual Help,775 Capitol  Street,6.85254498332176,
Windsor‐Essex Catholic District School Board,School Board,School Board,St John,1920 Grove,6.5735617220179,
Windsor‐Essex Catholic District School Board,School Board,School Board,St Pius X,644 Lacasse Blvd,6.48142467209653,
Windsor‐Essex Catholic District School Board,School Board,School Board,St Anne French Immersion,1140 Monmouth,6.43578649493698,
Windsor‐Essex Catholic District School Board,School Board,School Board,Our Lady of Mount Carmel,1400 Cousineau Road,6.391311192395,
Windsor‐Essex Catholic District School Board,School Board,School Board,St Angela,816 Ellis Street East,6.34964721028895,
Windsor‐Essex Catholic District School Board,School Board,School Board,St Joseph,9381 Townline,6.34274793448527,
Windsor‐Essex Catholic District School Board,School Board,School Board,St Bernard (Amherstburg),320 Richmond St,6.33237921342721,
Windsor‐Essex Catholic District School Board,School Board,School Board,St Gregory,13765 St Gregory Rd,6.31485470221329,
Windsor‐Essex Catholic District School Board,School Board,School Board,F. J. Brennan SS,910 Raymo Road,6.15872534985097,
Windsor‐Essex Catholic District School Board,School Board,School Board,St Gabriel,1400 Roselawn Drive,6.12826728792468,
Windsor‐Essex Catholic District School Board,School Board,School Board,Notre Dame,2751 Partington Avenue,6.08426343881459,
Windsor‐Essex Catholic District School Board,School Board,School Board,St John Vianney,8405 Cedarview Street,6.05014984896156,
Windsor‐Essex Catholic District School Board,School Board,School Board,Holy Name Essex,200 Fairview Ave. W,5.8470432884351,
Windsor‐Essex Catholic District School Board,School Board,School Board,St Joseph's HS,2425 Clover Ave,5.76711865609706,
Windsor‐Essex Catholic District School Board,School Board,School Board,Holy Cross,2555 Sandwich West Parkway,5.5354109519265,
Windsor‐Essex Catholic District School Board,School Board,School Board,Stella Maris,140 Girard St,5.41921016530841,
Windsor‐Essex Catholic District School Board,School Board,School Board,Immaculate Conception ,465 Victoria Avenue,5.37065195817231,
Windsor‐Essex Catholic District School Board,School Board,School Board,St Alexander,5305 Adstoll Avenue,5.13630599872143,
Windsor‐Essex Catholic District School Board,School Board,School Board,St Anthony,166 Centre Street W,4.34882620875713,
Windsor‐Essex Catholic District School Board,School Board,School Board,St Anne's SS,1200 Oakwood Dr. SS#3,3.87264151234211,
Windsor‐Essex Catholic District School Board,School Board,School Board,St John the Evangelist,1757 Oriole Park Dr,3.35551621784351,
York Catholic District School Board,School Board,School Board,Our Lady of Good Counsel CES,53 Morton Ave,7.08556148897215,
York Catholic District School Board,School Board,School Board,St. Bernadette CES,5279 Black River Rd,6.64199297727676,
York Catholic District School Board,School Board,School Board,St. Joseph (Markham) CES,55 Parkway Ave,6.57080683215118,
York Catholic District School Board,School Board,School Board,St. Joseph (Aurora) CES,2 Glass Dr,6.56491457220734,
York Catholic District School Board,School Board,School Board,St. John Paul II CES ,155 Red Maple Rd,6.23056799131959,
York Catholic District School Board,School Board,School Board,St. Jean de Brebeuf CHS ,2 Davos Rd,6.01933047661955,
York Catholic District School Board,School Board,School Board,St. Robert CHS,8101 Leslie St,5.96854566989911,
York Catholic District School Board,School Board,School Board,Holy Spirit CES ,315 Stone Rd,5.85861953181934,
York Catholic District School Board,School Board,School Board,Father Bressani CHS,250 Ansley Grove Rd,5.84738702623935,
York Catholic District School Board,School Board,School Board,St. Vincent de Paul CES,50 Featherstone Ave,5.823592470105,
York Catholic District School Board,School Board,School Board,St. Joan of Arc CHS,1 St Joan of Arc Ave,5.63959719215173,
York Catholic District School Board,School Board,School Board,Father Henri J.M. Nouwen CES ,121 Larratt Ln,5.60099900923201,
York Catholic District School Board,School Board,School Board,St. John XXIII CES,125 Krieghoff Ave,5.49275812572204,
York Catholic District School Board,School Board,School Board,St. James CES,171 Mast Rd,5.44599665298688,
York Catholic District School Board,School Board,School Board,St. Mary CES,75 Greenside Dr,5.40284688734784,
York Catholic District School Board,School Board,School Board,St. Patrick (Schomberg) CES,51 Western Ave,5.38027865608939,
York Catholic District School Board,School Board,School Board,Holy Name CES,65 Spring Hill Drive,3.83730729228977,
York Catholic District School Board,School Board,School Board,St. Margaret Mary CES,30 Margaret Mary Rd,5.31965215349668,
York Catholic District School Board,School Board,School Board,Our Lady of the Lake Catholic College CES & CHS,165 Glenwoods Ave,5.31413173415315,
York Catholic District School Board,School Board,School Board,Light of Christ CES,290 McClellan Way,5.20775208767628,
York Catholic District School Board,School Board,School Board,Canadian Martyrs CES,170 London Rd,5.1930194176781,
York Catholic District School Board,School Board,School Board,St. Edward CES,33 Cairns Dr,5.13390695037954,
York Catholic District School Board,School Board,School Board,St. Theresa of Lisieux CHS ,230 Shaftsbury Ave,5.13020344545606,
York Catholic District School Board,School Board,School Board,St. Brigid CES ,223 Millard St,5.12525842658234,
York Catholic District School Board,School Board,School Board,St. Jerome CES,20 Bridgenorth Dr,5.09367524177499,
York Catholic District School Board,School Board,School Board,St. Anthony CES,141 Kirk Dr,5.00667481118411,
York Catholic District School Board,School Board,School Board,St. Andrew CES,151 Forest Fountain Dr,5.00357031372592,
York Catholic District School Board,School Board,School Board,St. Julia Billiart CES ,2070 Bur Oak Ave,4.99952880055525,
York Catholic District School Board,School Board,School Board,St. Charles Garnier CES,16 Castle Rock Dr,4.95685092368859,
York Catholic District School Board,School Board,School Board,St. Thomas Aquinas CES ,262 Old Homestead Rd,4.93093129538659,
York Catholic District School Board,School Board,School Board,St. John Bosco CES,199 Belview Ave,4.91490170154933,
York Catholic District School Board,School Board,School Board,Holy Cross CHS,7501 Martin Grove Rd,4.8607771632687,
York Catholic District School Board,School Board,School Board,Divine Mercy CES ,251 Melville Ave,4.85628626241808,
York Catholic District School Board,School Board,School Board,Our Lady of Hope CES,80 Red Cardinal Trl,4.79660744427495,
York Catholic District School Board,School Board,School Board,Sacred Heart CHS,1 Crusader Way,4.72730384231243,
York Catholic District School Board,School Board,School Board,Blessed Trinity CES ,230 Hawker Rd,4.7225351363058,
York Catholic District School Board,School Board,School Board,St. Michael CES,41 Simonston Blvd,4.71229102734481,
York Catholic District School Board,School Board,School Board,St. Peter CES,120 Andrew Park Cr.,4.70154336387229,
York Catholic District School Board,School Board,School Board,Notre Dame CES,715 Kingsmere Ave,4.68219877401324,
York Catholic District School Board,School Board,School Board,Our Lady of the Annunciation CES,30 Bayswater Ave,4.67382522018378,
York Catholic District School Board,School Board,School Board,Father John Kelly CES,9350 Keele St,4.59695690247982,
York Catholic District School Board,School Board,School Board,St. Elizabeth CHS,525 New Westminster Dr,4.57185033381418,
York Catholic District School Board,School Board,School Board,Jean Vanier CHS,10475 Bayview Ave,4.55038350660083,
York Catholic District School Board,School Board,School Board,St. Emily CES ,60 Vellore Woods Blvd,4.53796631312525,
York Catholic District School Board,School Board,School Board,St. Brother Andre CHS,6160 16th Ave,4.51832910877058,
York Catholic District School Board,School Board,School Board,Our Lady of Grace CES,120 Aurora Heights Dr,4.51751041373623,
York Catholic District School Board,School Board,School Board,St. Patrick (Markham) CES,5607 Hwy #7,4.46783318812674,
York Catholic District School Board,School Board,School Board,St. Mary Immaculate CES,161 Regent St,4.38562047669754,
York Catholic District School Board,School Board,School Board,St. Augustine CHS,2188 Rodick Rd,4.38322922413845,
York Catholic District School Board,School Board,School Board,St. Justin Martyr CES,140 Hollingham Rd,4.3692057162248,
York Catholic District School Board,School Board,School Board,St. Raphael the Archangel,131 Ravineview Dr,4.34535407282829,
York Catholic District School Board,School Board,School Board,St. Gabriel the Archangel CES,91 Fiori Dr,4.3118682961324,
York Catholic District School Board,School Board,School Board,Our Lady of Fatima CES,191 Crofters Rd,4.2980675649745,
York Catholic District School Board,School Board,School Board,St. Rene Goupil - St. Luke CES,135 Green Ln,4.2731858371477,
York Catholic District School Board,School Board,School Board,St. Stephen CES,451 Napa Valley Ave,4.26752143598295,
York Catholic District School Board,School Board,School Board,St. Mark CES,333 Glad Park Ave,4.23410113282844,
York Catholic District School Board,School Board,School Board,St. Joseph (Richmond Hill) CES,301 Roney Ave,4.2036673248489,
York Catholic District School Board,School Board,School Board,St. Agnes of Assisi CES,120 La Rocca Ave,4.18842395403602,
York Catholic District School Board,School Board,School Board,St. Kateri Tekakwitha CES,230 Fincham Ave,4.18625525307031,
York Catholic District School Board,School Board,School Board,St. Angela Merici CES,8881 Martin Grove Rd,4.14012572833829,
York Catholic District School Board,School Board,School Board,St. Paul CES,140 William Roe Blvd,4.13915586800811,
York Catholic District School Board,School Board,School Board,St. David CES,240 Killian Rd,4.1258817694837,
York Catholic District School Board,School Board,School Board,Holy Family CES,21 Mullen Dr,4.11577607451671,
York Catholic District School Board,School Board,School Board,St. Joseph The Worker CES,475 Brownridge Dr,4.10805595336634,
York Catholic District School Board,School Board,School Board,Corpus Christi CES ,35 Squire Dr,4.027320078723,
York Catholic District School Board,School Board,School Board,Blessed Scalabrini CES,290 York Hill Blvd,4.02304587150818,
York Catholic District School Board,School Board,School Board,Sir Richard W. Scott CES,90 Roxbury St,4.01810678357265,
York Catholic District School Board,School Board,School Board,Holy Jubilee CES ,400 St Joan of Arc Ave,3.94011696399182,
York Catholic District School Board,School Board,School Board,St. Matthew CES,75 Waterbridge Ln,3.93397654582419,
York Catholic District School Board,School Board,School Board,St. John Chrysostom CES ,800 Joe Persechini Dr,3.91458560479768,
York Catholic District School Board,School Board,School Board,St. Mary of the Angels,351 Vellore Park Ave,3.90254980311843,
York Catholic District School Board,School Board,School Board,All Saints CES ,130 Castlemore Ave,3.86370478580116,
York Catholic District School Board,School Board,School Board,St. Veronica CES,171 Maria Antonia Rd,3.85411655327696,
York Catholic District School Board,School Board,School Board,St. Clement CES,40 Bainbridge Ave,3.8247727665546,
York Catholic District School Board,School Board,School Board,San Lorenzo Ruiz CES,840 Bur Oak Ave,3.82414369965932,
York Catholic District School Board,School Board,School Board,St. Monica CES,290 Calvert Rd,3.81270111337831,
York Catholic District School Board,School Board,School Board,Cardinal Carter C.H.S.,210 Bloomington Rd W,3.81073783162901,
York Catholic District School Board,School Board,School Board,St. Maximilian Kolbe CHS,278 Wellington St E,3.80179306889154,
York Catholic District School Board,School Board,School Board,Father Frederick McGinn CES,61 Brockdale St,3.76260922259016,
York Catholic District School Board,School Board,School Board,St. Catherine of Siena CES,80 Terra Rd,3.75764938501,
York Catholic District School Board,School Board,School Board,St. Gregory the Great CES,140 Greenpark Blvd,3.75441504136716,
York Catholic District School Board,School Board,School Board,Good Shepherd CES,19112 2nd Concession Rd,3.75384701405069,
York Catholic District School Board,School Board,School Board,St. Padre Pio CES,770 Napa Valley Ave,3.70621689618982,
York Catholic District School Board,School Board,School Board,St. Michael The Archangel,161 Via Campanile,3.58961549007243,
York Catholic District School Board,School Board,School Board,Christ the King CES,329 Valleymede Dr,3.58562617663035,
York Catholic District School Board,School Board,School Board,St. Marguerite d'Youville CES ,121 Rollinghill Rd,3.56084189916553,
York Catholic District School Board,School Board,School Board,St. Elizabeth Seton CES,960 Leslie Valley Dr,3.54512380870885,
York Catholic District School Board,School Board,School Board,St. Anne CES,105 Don Head Village Blvd,3.54209127280827,
York Catholic District School Board,School Board,School Board,St. Francis of Assisi CES,200 Aberdeen Ave,3.459240126613,
York Catholic District School Board,School Board,School Board,St. Clare CES,391 Velmar Dr,3.44555118684954,
York Catholic District School Board,School Board,School Board,Our Lady of the Rosary CES,206 Glen Shields Ave,3.44005643981717,
York Catholic District School Board,School Board,School Board,St. Benedict CES,50 Aldergrove Dr,3.44005643981717,
York Catholic District School Board,School Board,School Board,St. Nicholas CES,480 Keith Ave,3.44005643981717,
York Catholic District School Board,School Board,School Board,Father Michael McGivney CA,5300 14th Ave,3.44005643981717,
York Catholic District School Board,School Board,School Board,Our Lady of Peace CES,301 Barrhill Rd,3.44005643981717,
York Catholic District School Board,School Board,School Board,Mother Teresa CES,7100 Birchmount Rd,3.44005643981717,
York Catholic District School Board,School Board,School Board,San Marco CES,250 Coronation St,3.44005643981717,
York Catholic District School Board,School Board,School Board,Our Lady Help of Christians CES,275 Redstone Rd,3.44005643981717,
York Catholic District School Board,School Board,School Board,St. Brendan CES,35 Gladys Clarkson Drive,3.74139127976586,
York Catholic District School Board,School Board,School Board,St. Cecilia CES,300 Peter Rupert Ave,3.44005643981717,
York Catholic District School Board,School Board,School Board,Immaculate Conception CES,500 Aberdeen Ave,3.44005643981717,
York Catholic District School Board,School Board,School Board,St. Francis Xavier CES,223 Highglen Ave,3.44005643981717,
York Catholic District School Board,School Board,School Board,Prince of Peace CES,181 Glenwoods Ave,3.44005643981717,
York Region District School Board,School Board,School Board,Eva L. Dennis Building,95 Kingslynn Dr,9.33982593601636,
York Region District School Board,School Board,School Board,John McCrae Public School,431 McCowan Road,8.94728083180408,
York Region District School Board,School Board,School Board,BORC Burrlington Outdoor Resource Centre,7100 Kirby Rd,8.54604643629973,
York Region District School Board,School Board,School Board,George Bailey Building,9600 Keele St,8.28247135139896,
York Region District School Board,School Board,School Board,Stornoway Crescent PS,36 Stornoway Cres,8.01577440565602,
York Region District School Board,School Board,School Board,Queensville PS,20317 Leslie St,7.46562906876078,
York Region District School Board,School Board,School Board,Thornlea SS,8075 Bayview Ave,7.3844978772359,
York Region District School Board,School Board,School Board,Unionville PS,300 Main Street,7.14953887659214,
York Region District School Board,School Board,School Board,E J Sand PS,160 Henderson Ave,7.09567374853648,
York Region District School Board,School Board,School Board,Sutton DHS,20798 Dalton Rd,6.98115985452647,
York Region District School Board,School Board,School Board,Black River PS,5279 Black River Road,6.64199745532923,
York Region District School Board,School Board,School Board,Nobleton Junior PS,5885 King Rd,6.47851363882735,
York Region District School Board,School Board,School Board,Schomberg PS,21 Main St,6.33290019896044,
York Region District School Board,School Board,School Board,Maple Leaf PS,155 Longford Dr,6.24824190128653,
York Region District School Board,School Board,School Board,Dr. G W Williams SS,39 Dunning Ave,6.21568823284344,
York Region District School Board,School Board,School Board,Richmond Green SS,1 William F Bell Pky,6.15337931304227,
York Region District School Board,School Board,School Board,Baythorn PS,201 Bay Thorn Dr,6.07420283094348,
York Region District School Board,School Board,School Board,Newmarket HS,505 Pickering Cres,6.05246398103272,
York Region District School Board,School Board,School Board,George Street PS,115 George St,5.93520877415437,
York Region District School Board,School Board,School Board,Red Maple PS,155 Red Maple Rd,5.89555595885717,
York Region District School Board,School Board,School Board,German Mills P.S.,61 Simonston Blvd,5.86440668711016,
York Region District School Board,School Board,School Board,Sharon PS,18532 Leslie St,5.85331462736753,
York Region District School Board,School Board,School Board,Thornhill SS,167 Dudley Ave,5.84623984723161,
York Region District School Board,School Board,School Board,Prince Charles PS,684 Srigley St,5.84557431451841,
York Region District School Board,School Board,School Board,James Robinson PS,90 Robinson St,5.81001453111764,
York Region District School Board,School Board,School Board,Roy H Crosby PS,115 Drakefield Rd,5.78176967400756,
York Region District School Board,School Board,School Board,Woodbridge College,71 Bruce St,5.77887695988784,
York Region District School Board,School Board,School Board,Alexander MacKenzie HS,300 Major MacKenzie Dr W,5.75416647084018,
York Region District School Board,School Board,School Board,O M MacKillop PS,206 Lucas St,5.753653856187,
York Region District School Board,School Board,School Board,Walter Scott PS,500 Major MacKenzie Dr E,5.67641759125433,
York Region District School Board,School Board,School Board,Westmount Collegiate Institute,1000 New Westminster Dr,5.66577539001536,
York Region District School Board,School Board,School Board,Keswick PS,25 The Queensway N,5.63013268842457,
York Region District School Board,School Board,School Board,Bayview Glen PS,42 Limcombe Dr,5.62442602736324,
York Region District School Board,School Board,School Board,Lorna Jackson PS,589 Napa Valley Ave,5.56608843842449,
York Region District School Board,School Board,School Board,Keswick HS,100 Biscayne Blvd,5.51084167023686,
York Region District School Board,School Board,School Board,Huron Heights SS,40 Huron Heights Dr,5.48286010112226,
York Region District School Board,School Board,School Board,Langstaff SS,106 Garden Ave,5.42545831121845,
York Region District School Board,School Board,School Board,Franklin Street PS,21 Franklin St,5.37650910066981,
York Region District School Board,School Board,School Board,Deer Park PS,605 Varney Rd,5.37582858344555,
York Region District School Board,School Board,School Board,Fossil Hill PS,2 Firenza Road,5.30703773015006,
York Region District School Board,School Board,School Board,Forest Run PS,200 Forest Run Blvd,5.27409856021268,
York Region District School Board,School Board,School Board,Joseph A Gibson PS,50 Naylon St,5.26573853842835,
York Region District School Board,School Board,School Board,Unionville HS,201 Town Centre Blvd,5.21202790498721,
York Region District School Board,School Board,School Board,Upland Learning Centre,8210 Yonge St,5.14686035566484,
York Region District School Board,School Board,School Board,Reesor Park Public School,69 Wootten Way N,5.14573773762662,
York Region District School Board,School Board,School Board,Dr. John M Denison SS,135 Bristol Rd,5.12146351091551,
York Region District School Board,School Board,School Board,Heritage School House,21 Renfrew Drive,5.05952667922197,
York Region District School Board,School Board,School Board,Charles Howitt PS,30 Pearson Ave,5.04989859647757,
York Region District School Board,School Board,School Board,Summitview PS,6551 Main St,5.0410321496624,
York Region District School Board,School Board,School Board,Vellore Woods PS,115 Starling Drive,5.02470153857886,
York Region District School Board,School Board,School Board,Wismer PS,171 Mingay Ave,5.00369165141668,
York Region District School Board,School Board,School Board,Morning Glory PS,29478 HWY-48,4.97432518714437,
York Region District School Board,School Board,School Board,Ross Doan PS,101 Weldrick Rd W,4.97291645647008,
York Region District School Board,School Board,School Board,Silver Pines PS,112 Stave Cres,4.97255623320503,
York Region District School Board,School Board,School Board,J L R Bell PS,121 Queen St,4.96354071974307,
York Region District School Board,School Board,School Board,Central Park PS,100 Central Park Dr,4.96237803015664,
York Region District School Board,School Board,School Board,Trillium Woods PS,18 Alamo Heights Dr,4.95906807897518,
York Region District School Board,School Board,School Board,Mount Albert PS,5488 Mount Albert Rd,4.91735921574593,
York Region District School Board,School Board,School Board,William Berczy PS,120 Carlton Rd,4.90647367766271,
York Region District School Board,School Board,School Board,Cornell Village PS,186 Country Glen Rd,4.9058817079893,
York Region District School Board,School Board,School Board,Nobleton Sr PS,13375 HWY-27,4.90263099118184,
York Region District School Board,School Board,School Board,Aurora HS,155 Wellington St W,4.89793347204208,
York Region District School Board,School Board,School Board,Roselawn PS,422 Carrville Rd,4.88685882209964,
York Region District School Board,School Board,School Board,Maple Creek PS,210 Hawker Rd,4.87808557461648,
York Region District School Board,School Board,School Board,William Armstrong PS,11 Major Button's Dr,4.85714573075725,
