index,operation_name,Address,Zip,en_intensity_ekWh_sqft,lat,lng,dim_operation_type,dim_City,dim_organization,tot_floor_area_ft2,org_rank,op_type_rank,city_rank
198,Clinton Administration,165 Princess St E,N0M1L0,23.2310630507546,43.61693629999999,-81.5343453,9,421,660,12895.0,34,290,9
199,Clinton PS,27 Percival St,N0M1L0,23.2318583008278,43.6148412,-81.53206379999997,10,421,660,42872.0,36,3720,11
200,Colborne Central PS - Victoria Campus - Holding School,135 Gibbons St,N7A3J5,22.9847333597972,43.73913320000001,-81.708698,10,240,660,44584.0,33,3663,17
201,Downie Central PS,4384 Line 20 (Down-PS),N0K1V0,24.7011555736377,43.3030591,-81.00920620000002,10,207,660,21671.0,42,4008,4
202,Elma Township,5972 Line 72 (Elma-NP),N0G1B0,17.1620436824702,43.6693271,-81.017763,10,483,660,36780.0,6,1806,3
203,Exeter ES,93 Victoria St,N0M1S1,19.2105398993304,43.3511464,-81.4785538,10,51,660,39826.0,14,2580,7
204,F E Madill SS & ES,231 Madill Drive,N0G2W0,21.2876565799738,43.8817485,-81.3069132,10,393,660,189186.0,24,3203,12
205,Goderich District CI & Goderich District CI Elementary,260 South St,N7A3M5,20.7701424278189,43.73536230000001,-81.7112655,10,240,660,115948.0,20,3049,11
206,Goderich Public School,125 Blake St W,N7A1Z1,21.3700462824827,43.7353599,-81.7161557,10,240,660,45703.0,26,3236,12
207,Hamlet PS,315 West Gore St,N5A7N4,12.845549226369199,43.3647956,-80.99152509999998,10,742,660,30171.0,2,526,2
208,Holmesville PS,670 Cut Line Road (C-H),N0M1L0,15.8855595161149,43.61728040000001,-81.5393953,10,421,660,20699.0,4,1359,3
209,Howick Central S,45010 Harriston Rd (How),N0G1X0,22.108552125152602,43.8526216,-81.08650349999998,10,507,660,32894.0,30,3457,5
210,Hullett Central PS,269 King St.,N0M2H0,21.7526779512468,43.7158364,-81.52044400000003,10,268,660,22345.0,29,3353,1
211,Huron Centennial S,RR 1 39978 Centennial Rd,N0M1J0,23.6754696958211,43.50716110000001,-81.51595770000002,10,359,660,37505.0,39,3809,2
212,Listowel Central PS,305 Binning St,N4W1G4,18.2265383799374,43.7355574,-80.9535203,10,937,660,36220.0,9,2222,3
213,Listowel DSS,155 Maitland Ave S,N4W2M4,28.620663220129103,43.7279774,-80.94643559999999,10,937,660,154516.0,45,4479,8
214,Listowel Eastdale PS,365 Nichol Ave S,N4W2M3,21.3523268403049,43.7256295,-80.95014859999998,10,937,660,23954.0,25,3227,5
215,Little Falls PS,25 Lindsay Atkinson Drive,N4X1B6,19.6941283310918,43.2590209,-81.1414968,10,696,660,41434.0,16,2719,2
216,Milverton PS,"68 Mill Street E., Box 457",N0K1M0,25.3281666707684,43.564814,-80.91986390000002,10,798,660,34164.0,44,4120,7
217,Mitchell DHS,95 Frances St,N0K1N0,21.657848231086,43.47552020000001,-81.1888311,10,872,660,87503.0,28,3329,9
218,Mornington Central PS,7241 Road 131 (Morn-PE),N0K1R0,25.3183085391513,43.5897213,-80.877604,10,350,660,13634.0,43,4115,2
219,North Easthope PS,4672 Road 108 (NEH-PE),N5A6S2,18.667427193533896,43.3818383,-80.9456553,10,742,660,23282.0,10,2391,8
220,North Woods ES,84295 Ethel Line,N0G1T0,18.755555889388003,43.722441,-81.138527,10,732,660,21883.0,12,2426,2
221,Romeo PS,49 Rebecca St,N5A3P2,21.3759073478825,43.3690157,-80.97774140000001,10,742,660,20731.0,27,3240,12
222,Seaforth PS,58 Chalk St N,N0K1W0,21.106443356400106,43.55475360000001,-81.38900090000001,10,521,660,48641.0,21,3147,4
223,Seaforth PS & Administration & Maintenance,58 Chalk St N,N0K1W0,21.106443356400106,43.55475360000001,-81.38900090000001,9,521,660,27857.0,21,230,4
225,Shakespeare PS,35 Mowat St,N5A2B8,12.654889721723,43.3619226,-80.98286110000002,10,742,660,25155.0,1,487,1
226,South Huron DHS & DES,92 Gidley St E,N0M1S6,23.4176480605314,43.3494468,-81.4776828,10,51,660,127864.0,38,3758,11
227,South Perth Centennial PS,1866 Road 163 (Blan-PS),N4X1C4,18.9779139541812,43.2595868,-81.140653,10,696,660,25951.0,13,2502,1
228,Sprucedale PS,59 Fraser Street,N0B2P0,20.429150536936103,43.358343,-80.8114599,10,88,660,19791.0,18,2950,2
229,St Marys DC & VI & Elementary,338 Elizabeth St. Box 970,N4X1B6,21.23787596271589,43.2590209,-81.1414968,10,696,660,101751.0,23,3194,3
230,Stephen Central PS,70042 Goshen Line (Steph-SH),N0M1M0,22.173955387215198,43.2964027,-81.54867279999998,10,164,660,22410.0,31,3472,2
231,Stratford Central,60 St. Andrew St.,N5A1A3,16.5265807177226,43.3709391,-80.98737270000002,10,742,660,136856.0,5,1580,5
232,Stratford Northwestern,428 Forman Ave.,N5A6R7,24.622460789311,43.3853024,-80.9922745,10,742,660,167652.0,41,3995,17
233,Turnberry Central PS,40592 Amberley Road (Turn-MT),N0G2W0,23.338078113839693,43.8879476,-81.3116601,10,393,660,15984.0,37,3740,16
234,Upper Thames E S,165 Frances St. RR#5,N0K1N0,24.004364595008397,43.4735654,-81.18603,10,872,660,67873.0,40,3884,10
235,Wallace PS,8727 Road 164 (Wall-NP),N0G1Y0,22.5293266927745,43.7736345,-80.9194122,10,450,660,26005.0,32,3546,4
236,Wingham PS - Holding School,131 John St E,N0G2W0,19.468788732537803,43.8845254,-81.30848809999998,10,393,660,30440.0,15,2659,10
239,Rotary Place,201 Georgian Drive,L4M6M2,21.572010338000002,44.4162212,-79.6618435,9,466,71,75000.0,1,245,63
240,Royal Victoria Regional Health Centre,201 Georgian Drive,L4M6M2,71.2284256748822,44.4162212,-79.6618435,25,466,71,900000.0,2,214,92
241,Rainbow Valley Community Health Centre,49 Mill Street,K0J2A0,37.9749335208109,45.550975,-77.41830990000003,9,649,162,1399.0,4,518,8
242,St. Francis Memorial Hospital (9 Memorial),9 Francis Memorial Drive,K0J1B0,16.854775407181002,45.4821851,-77.6938188,9,323,162,2497.0,2,143,9
243,Medical Centre,21 St. Francis Memorial Drive,K0J1B0,15.6384235307373,45.48242120000001,-77.69390600000001,25,323,162,19999.0,1,6,7
244,St. Francis Memorial Hospital,7 St. Francis Memorial Drive,K0J1B0,32.811671392301996,45.4819975,-77.69462159999998,25,323,162,48491.0,3,33,12
245,Belleville General Hospital,265 Dundas St. E.,K8N5A9,64.78889930241999,44.1627054,-77.3643232,25,1074,93,636427.0,3,168,73
246,Prince Edward County Memeorial Hospital,403 Main St. PO Box 1900,K0K2T0,59.713208448296214,44.008942,-77.13752190000002,25,7,93,57845.0,2,142,23
247,Trenton Memorial Hospital,242 Dundas St. E.,K8V5S6,58.5295753036715,44.1045854,-77.56031740000002,25,575,93,157992.0,1,137,30
248,Blind River District Health Centre,525 Causley Street,P0R1B0,50.624069168992996,46.1873626,-82.92406319999998,25,782,297,116348.0,1,107,8
249,Alexandra Replacement,1556 8th avenue east,N0G1L0,16.3655466960919,44.5731104,-80.9286961,10,740,244,26834.0,16,1524,8
250,Amabel-Sauble Community S,R.R. #1 555 Sauble Parkway,N0H2G0,20.005890310706,44.6513217,-81.25722009999998,10,473,244,40450.0,35,2819,1
251,Arran Tara E S,106 Brook St West,N0H2N0,19.6304403758648,44.4812661,-81.15190710000002,10,598,244,31247.0,34,2695,5
252,Bayview PS,615 6 A St East,N4K1G3,18.3984273597503,44.561958,-80.9342178,10,740,244,38843.0,23,2286,14
253,Beaver Valley Community S,189 Bruce St,N0H2P0,17.1632606393107,44.62642719999999,-81.132725,10,906,244,54070.0,19,1808,5
254,Beavercrest Community S,101 Main St E,N0C1H0,29.119235591175,44.3208519,-80.6455198,10,874,244,30799.0,52,4519,6
255,Bluewater Education Centre,351 1st Ave North,N0G1L0,27.5566185680987,44.3094208,-81.09848219999998,9,55,244,42994.0,51,379,9
256,Bluewater Maintenance Building,317896 Hwy 6 & 10,N0G1L0,18.928685749120604,42.8703152,-79.06146849999998,9,1151,244,7099.0,28,185,1
257,Brant Township Central S - CLOSED Aug 2012,595 Warden St,N0G2V0,1.61956242791947,44.118337200000006,-81.15230820000002,10,408,244,22898.0,1,18,1
258,Bruce Peninsula District School,5 Moore Street,N0H1W0,24.9364343897815,44.9852313,-81.2514333,10,25,244,47458.0,48,4049,1
259,Chesley District High School,231 4th Ave S.E.,N0G1L0,20.8951593300012,44.29536969999999,-81.0900142,10,55,244,67829.0,37,3092,7
260,Dawnview PS,149 12th Ave,N4N2S8,22.6210625013151,44.1441486,-81.021253,10,256,244,24556.0,42,3574,16
261,Derby PS,10189 Grey Rd. 5,N4K5N5,14.032782904951999,44.5131784,-81.0152006,10,740,244,23146.0,9,808,5
262,Dufferin E S,1045 3rd Ave W,N4K5W6,19.020253888061603,44.5673125,-80.9475037,10,740,244,23361.0,30,2520,15
263,Dundalk & Proton Community S,251 Young St,N0C1B0,23.6087287274051,44.169391,-80.39458789999998,10,42,244,31344.0,45,3792,8
264,Dundalk Highpoint School,351 Main St,N0C1B0,24.8467521281394,44.169391,-80.39458789999998,10,42,244,30206.0,47,4030,9
265,Egremont Community S,392141 Grey Rd. 109,N0G2A0,15.5470829346174,44.0650463,-80.76100249999998,10,646,244,20129.0,12,1238,1
266,Elgin Market PS,305 Queen St Street North,N2Z2R6,18.1216886564474,44.1648868,-81.64456659999998,10,1070,244,24864.0,22,2180,13
267,G C Huston P S,61 Victoria St. N.,N0H2L0,21.2571949655346,44.49687150000001,-81.3678011,10,679,244,33436.0,39,3198,7
268,Georgian Bay SS,125 Eliza St,N4L1A4,23.2929311175599,44.6019586,-80.5854033,10,394,244,152600.0,44,3734,4
269,Grey Highlands SS,Highway #10,N0C1E0,21.264306416269697,44.3336756,-80.46346590000002,10,405,244,143349.0,40,3200,7
270,Hanover Heights,524 13th Street,N4N1Y4,13.1318787243926,44.1561312,-81.02050530000002,10,256,244,51576.0,6,595,6
271,Hepworth Central School,BOX 100 43 QUEEN STREET EAST,N0H1P0,19.1823234032905,44.6338489,-81.13013120000002,10,637,244,47847.0,31,2571,1
272,Hillcrest Central S,31 Hillcrest St. W.,N0G2S0,18.047949763234698,43.999894,-81.2917262,10,832,244,21575.0,21,2157,6
273,Hillcrest E S,501 8th St W,N4K3M8,16.7813883804318,44.56310120000001,-80.94919349999998,10,740,244,64606.0,18,1668,10
274,Holland-Chatsworth Central S,777346 Hwy. 10,N0H1R0,10.3287175669454,44.3895403,-80.77513619999998,10,140,244,32423.0,2,174,1
275,Huron Heights PS,785 Russell Street,N2Z1S7,17.4857694894673,44.1692091,-81.6204302,10,1070,244,33357.0,20,1933,10
276,Institute for Outdoor Education & Environmental Studies,RR 3,N0H2T0,12.096454695788,44.82386210000001,-81.13470269999998,10,815,244,12501.0,4,386,1
277,John Diefenbaker SS,181 7th St,N4N1G7,27.1735387370219,44.1484366,-81.03178419999998,10,256,244,148791.0,50,4337,18
278,Keppel-Sarawak E S,RR 2,N4K5N4,10.8895758023595,44.632135,-80.9539475,10,740,244,33515.0,3,231,4
279,Kincardine DSS,885 Park Lane,N2Z2B9,16.2883124640935,44.16664369999999,-81.63503859999999,10,1070,244,81211.0,14,1497,8
280,Kincardine Township-Tiverton PS,1805 Hwy 21,N2Z2X4,13.989945504521101,44.1596801,-81.62660819999998,10,1070,244,29396.0,8,793,7
281,Kinghurst PS,315 1st Ave North,N0G1L0,13.350065065430801,43.212185999999996,-79.898139,10,1066,244,22992.0,7,643,1
282,Lucknow Central PS,Box 208 Bob Street,N0G2H0,18.545716418644897,43.9553679,-81.5114691,10,407,244,29105.0,24,2344,12
283,Macphail Memorial Elementary School,29 Campbell Street,N0C1E0,18.9957696095859,44.2583859,-80.54880290000001,10,405,244,51576.0,29,2510,6
284,Meaford Community S,186 Cook St,N4L1H2,34.1954767822468,44.60867289999999,-80.5948482,10,394,244,41651.0,53,4702,6
285,Mildmay-Carrick Central S,Box 310 Vincent Street,N0G2J0,21.0057703645626,44.03865769999999,-81.11448419999998,10,306,244,21858.0,38,3113,5
286,Normanby Community S,574 Lousia St.,N0G1C0,14.4122918240127,44.0587729,-80.92790749999998,10,633,244,26153.0,11,918,7
287,Northport E S,1000 Waterloo Street,N0H2C2,14.281348697121599,44.44635239999999,-81.38372749999998,10,318,244,37598.0,10,882,5
288,Osprey Central S,408053 Grey Rd 4.,N0C1J0,16.3340789433302,44.2853278,-80.3769999,10,273,244,30401.0,15,1513,1
289,Owen Sound CVI,1550 8th street east,N4K6M9,24.397054458724604,44.5729504,-80.9287578,10,740,244,139843.0,46,3957,20
290,Paisley Central School,Box 280 182 Arnaud Street,N0G2N0,18.7765417807259,44.29819439999999,-81.27001740000001,10,262,244,24040.0,26,2431,7
291,Peninsula Shores District School,"542 WATSON ST, NEW HIGH SCHOOL",N0H2T0,18.7572309768202,44.7419729,-81.14083440000002,10,815,244,94980.0,25,2427,2
292,Port Elgin-Saugeen Central S,504 Catherine Street,N0H2C1,18.800371692619,44.43553319999999,-81.39428339999998,10,318,244,53773.0,27,2440,7
293,Ripley Huron Community School,2 Queen St,N0G2R0,20.3840551432912,44.072951,-81.58242229999998,10,1003,244,36346.0,36,2934,8
294,Saugeen DSS,780 Gustavus St,N0H2C4,25.645245180117307,44.43346469999999,-81.38327190000003,10,318,244,134474.0,49,4161,8
295,Spruce Ridge Elementary,239 Kincardine St.,N0G1R0,19.4396307499061,44.158755,-80.8162459,10,946,244,50053.0,32,2648,15
296,St Edmunds PS,Box 118 R.R. #1 East Bury Rd,N0H2R0,16.0719078050594,45.20666420000001,-81.59804790000003,10,257,244,14122.0,13,1426,4
297,St Vincent-Euphrasia E S,555 St Vincent St,N4L1C6,21.7539248328981,44.59606100000001,-80.58413159999998,10,394,244,34723.0,41,3354,3
298,Sullivan Community S,13285 Grey Road 40,N0H1K0,19.497158770037398,44.3962475,-81.09329269999998,10,951,244,21071.0,33,2666,3
299,Sydenham Community S,1130 8th Street E,N4K5N8,16.6160765284058,44.5658669,-80.9337676,10,740,244,45069.0,17,1609,9
300,Walkerton Elementary & Secondary (Replacement),1320 Yonge St. South,N0G2V0,12.3694334603548,44.11639770000001,-81.14897140000002,10,408,244,112133.0,5,438,4
301,West Hill SS,750 9th St W,N4K3P6,22.944042048478106,44.563996,-80.9586738,10,740,244,151580.0,43,3653,17
302,London Campus,"2e étage bureau, 355 rue Wellington, Unit 275",N6A3N7,31.5789862594235,42.9837689,-81.2461969,9,947,49,4854.0,12,447,282
303,"Options Emploi, Chelmsford","Place Bonavanture, 4764-21 Regional Rd 15",P0M1L0,27.736901297688604,46.5451811,-81.204746,9,223,49,2787.0,9,381,5
304,"Options Emploi, Sudbury",1560 boulevard Lasalle Unité F,P3A1Z7,26.849152201937798,46.5223316,-80.92280799999997,9,652,49,5188.0,8,370,60
305,Sudbury Campus - Electrical Plant,"21, boulevard Lasalle",P3A6B1,23.337478980262603,46.5222403,-80.98890639999998,9,652,49,4489.0,3,291,46
306,Sudbury Campus - Main Building,"21, boulevard Lasalle",P3A6B1,23.3374824311645,46.5222403,-80.98890639999998,9,652,49,23500.0,5,292,48
307,Timmins Campus,395 Blvd. Theriault,P4N6A3,61.470075233168004,48.4841053,-81.3468857,9,911,49,55520.0,15,649,55
308,Windsor 1 Campus,"7515, promenade Forest Glade",N8T3P5,22.2450986259007,42.2972124,-82.9259855,9,70,49,65993.0,1,267,96
309,Sudbury Campus - Greenhouse,"21, boulevard Lasalle",P3A6B1,50.8194348818387,46.5222403,-80.98890639999998,19,652,49,4800.0,14,143,81
310,Sudbury Campus - Greenhouse Lab,"21, boulevard Lasalle",P3A6B1,50.8194348447542,46.5222403,-80.98890639999998,19,652,49,1194.0,13,142,80
311,Sudbury Campus - Trades Buildings 1,"21, boulevard Lasalle",P3A6B1,29.3780184173557,46.5222403,-80.98890639999998,3,652,49,23928.0,11,166,64
312,Sudbury Campus - Trades Buildings 2,"21, boulevard Lasalle",P3A6B1,29.378018383428696,46.5222403,-80.98890639999998,3,652,49,78587.0,10,165,63
313,Sudbury Campus - Residence 1,"21, boulevard Lasalle",P3A6B1,26.3708239214258,46.5222403,-80.98890639999998,15,652,49,24251.0,7,40,59
314,Sudbury Campus - Residence 2,"21, boulevard Lasalle",P3A6B1,23.6552804822087,46.5222403,-80.98890639999998,15,652,49,21097.0,6,33,50
315,Sudbury Campus - Collège Boréal (Sudbury),"21, boulevard Lasalle",P3A6B1,23.3374820500763,46.5222403,-80.98890639999998,3,652,49,211507.0,4,115,47
316,Sudbury Campus - Lecture Hall,"21, boulevard Lasalle",P3A6B1,23.337471894078497,46.5222403,-80.98890639999998,3,652,49,12248.0,2,114,45
317,Brampton Civic Hospital,2100 Bovaird Drive East,L6R3S7,51.7227454265625,43.7470426,-79.74379739999998,9,425,327,102833.0,3,610,322
318,Chemical Detox Centre,135 McLaughlin Rd S,L6Y2C7,39.9598749471294,43.6686298,-79.76053209999998,9,425,327,11670.0,2,531,286
319,Etobicoke General Hospital,101 Humber College Blvd,M9V1R8,64.3019853504206,43.7308785,-79.59937740000002,9,954,327,33538.0,4,660,83
320,Medical Office Building,89 Humber College Blvd,M9V4B8,22.253679545454503,43.7309693,-79.59801850000002,9,954,327,44000.0,1,268,43
321,Brampton Civic Hospital,2100 Bovaird Drive East,L6R3S7,79.6811466881463,43.7470426,-79.74379739999998,25,425,327,1268271.0,5,235,380
322,Etobicoke General Hospital,101 Humber College Blvd,M9V1R8,99.05981144569307,43.7308785,-79.59937740000002,25,954,327,413636.0,6,265,84
323,Brantford General Hospital,200 Terrace Hill St,N3R1G9,77.1497468444848,43.1525048,-80.276363,9,430,427,197230.0,2,693,119
324,The Willet Urgent Care,238 Grand River N,N3L2N7,27.2961701548747,43.20520430000001,-80.38671289999998,9,597,427,75000.0,1,376,16
325,Assumption College School,257 Shellard Lane,N3T5L5,15.668945736759401,43.1214164,-80.29682840000002,10,430,588,191034.0,11,1281,38
326,Blessed Sacrament Sep S,185 King St W,N0E1A0,15.426550931410198,43.099197,-80.43471590000001,10,377,588,22013.0,9,1200,3
327,Catholic Education Center,322 Fairview Dr,N3R2X6,29.5127643301432,43.1706109,-80.25739820000003,9,430,588,8882.0,32,414,98
328,Christ the King Sep S,165 Dufferin Ave,N3T4R4,14.2896553943857,43.1472938,-80.2832978,10,430,588,18405.0,7,886,30
329,Facilities Department,49 Dalkeith Dr,N3P1M1,21.72082315984711,43.1774417,-80.2352934,9,430,588,7229.0,26,251,79
330,Holy Cross Sep S,358 Marlborough St,N3S4V1,13.543489467824699,43.14635819999999,-80.24174169999998,10,430,588,19877.0,3,685,25
331,Holy Family S,20 Sunset Dr,N3L3W4,19.643962659748002,43.2067482,-80.3900467,10,597,588,24067.0,22,2700,12
332,Holy Trinity Catholic High School,128 Evergreen Hill Rd.,N3Y4N5,19.0213366834262,42.8237015,-80.3134244,10,773,588,152360.0,19,2521,17
333,Information Technology Services Building,344 Erie Ave,N3S2H9,47.0692407775475,43.120664,-80.25168470000001,9,430,588,5385.0,36,583,115
334,Jean Vanier,120 9th Ave,N3S-1E7,18.6507928321342,43.12166,-80.250051,10,430,588,44691.0,17,2384,60
335,Notre Dame (Caledonia),35 Braemar Avenue,N3W2M5,18.6087474955424,43.0627284,-79.9644584,10,556,588,35444.0,16,2368,5
336,Our Lady of Fatima Sep S,120 Talbot Rd,N0J1E0,34.678506686739304,42.83820250000001,-80.6342759,10,867,588,12932.0,35,4711,6
337,Our Lady of La Salette Sep S,71 Regional Rd #67,N0E1H0,19.6114906095582,42.9019874,-80.50467859999998,10,236,588,16338.0,21,2693,1
338,Our Lady of Providence,54 Kent Street,N3R6X1,16.1490449090758,43.1753075,-80.2846773,10,430,588,34624.0,12,1452,40
339,Resurrection Sep S,17 Ravenwood Rd,N3R6L4,18.1387885433138,43.1800567,-80.2587805,10,430,588,24431.0,15,2188,53
340,Sacred Heart S,26 Albert St,N0E1G0,33.2902381661762,42.7404616,-80.5817268,10,746,588,23501.0,34,4681,12
341,Sacred Heart School (new),180 Grandville Circle,N3L0A9,13.8140224707093,43.1783138,-80.3931281,10,597,588,45854.0,6,748,8
342,St Anthony Daniel,85 Bishopgate Road RR 4,N0E1R0,20.097627976028896,43.0379423,-80.3800065,10,1036,588,17668.0,23,2851,3
343,St Basil Catholic Elementary School,365 Blackburn Drive,N3T0G5,13.6978454678384,43.1101561,-80.2977186,10,430,588,96812.0,4,719,26
344,St Bernard,65 Sky Acres Dr,N3R5W6,17.5594555809097,43.1632376,-80.2851215,10,430,588,19194.0,13,1955,49
345,St Bernard of Clairvaux S,250 Washington St,N0E1Y0,28.2154477412917,42.9260498,-80.2936457,10,449,588,17335.0,31,4440,11
346,St Cecilia's S,3 Lynn Park Ave,N0A1N5,22.7284747867365,42.7959326,-80.22173939999998,10,60,588,16413.0,27,3599,9
347,St Frances Cabrini S,373 Northern Ave,N4B2R4,19.5477686780312,42.8521768,-80.489238,10,316,588,26416.0,20,2675,10
348,St John's College,80 Paris Rd,N3R1H9,19.010506265182602,43.1600077,-80.28898029999998,10,430,588,172289.0,18,2514,63
349,St Josephs S,34 Potts Rd,N3Y2S8,12.856938998108498,42.8328442,-80.2945252,10,773,588,38819.0,1,529,7
350,St Leo Sep S,233 Memorial Dr,N3R5T2,17.5612886219184,43.183845700000006,-80.269081,10,430,588,30859.0,14,1956,50
351,St Mary Sep S,455 Colborne St,N3S3N8,15.3025601282707,43.1392383,-80.2522661,10,430,588,19080.0,8,1164,37
352,St Marys S,92 Main St S,N0A1H0,24.9770810350074,42.9564087,-80.0568313,10,237,588,15723.0,28,4055,6
353,St Michaels S,209 Alder St W,N1A1R3,15.6467379400829,42.90575399999999,-79.620512,10,609,588,27246.0,10,1274,7
354,St Michaels Sep,972 St.John'sa Road West R.R #2,N3Y4K1,30.178401039380997,42.76431210000001,-80.3876267,10,773,588,14847.0,33,4577,32
355,St Patricks S,320 Fairview Dr,N3R2X6,26.201646674116997,43.1709234,-80.2573194,10,430,588,19144.0,30,4227,92
356,St Patricks Sep,81 Orkney St E,N3W1L3,13.766108220301499,43.0760713,-79.947264,10,556,588,29584.0,5,736,2
357,St Peter,175 Glenwood Dr,N3S3H1,20.138220732960697,43.1442026,-80.21943569999998,10,430,588,16197.0,24,2863,68
358,St Stephens S,17 Brant St W,N0A1E0,13.492468990573402,42.9479044,-79.8577328,10,540,588,17975.0,2,675,5
359,St Theresa Sep S,RR 4  12 Dalewood Ave,N3T5L7,25.9985086089946,43.1304829,-80.32877280000002,10,430,588,20853.0,29,4208,90
